DocType,DocNo,Docdate,Party Code,original_party_name,Location,Stock Code,Stock Description,Unit,Quantity,Rate,Gross Amount,Discount,Net Amount,Supplier Category,Product Division,Category,Sub Category,Brand,Nature of Sales,COO,Group,Created by,Created TS,Posted by,Posted TS,Currency,Currency Rate,Fcy Gross Amount,Fcy Discount,Fcy Net Amount,Party Name
ICPI10,1111.0,2024-02-19,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18504,WASH BASIN MINI OCEANIC 40.5X35X18CM ZT-1603,NOS,5.0,16.0,80.0,0.0,80.0,,,PLUMBING SOLUTIONS,WASH BASIN,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,80.0,0.0,80.0,party_0361422916
ICPI10,1111.0,2024-02-19,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18520,WASH BASIN MIXER SET CHROME/BRASS OCEANIC D55678YC-B,NOS,40.0,54.0,2160.0,0.0,2160.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,2160.0,0.0,2160.0,party_0361422916
ICPI10,1111.0,2024-02-19,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33343,POP UP WASTE BRASS OCEANIC OCE-PW100 CARTOON,NOS,1.0,15.0,15.0,0.0,15.0,,,PLUMBING SOLUTIONS,POP UP WASTE,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,15.0,0.0,15.0,party_0361422916
ICPI10,1111.0,2024-02-19,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18470,MIRROR 60X80CM OCEANIC,NOS,20.0,1.0,20.0,0.0,20.0,,,PLUMBING SOLUTIONS,MIRROR,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,20.0,0.0,20.0,party_0361422916
ICPI10,1112.0,2024-02-22,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18414,BATH MIXER SET OCEANIC D2427-AQ,NOS,50.0,135.0,6750.0,0.0,6750.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,6750.0,0.0,6750.0,party_0361422916
ICPI10,1112.0,2024-02-22,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18413,BATH MIXER SET CHROME/BRASS OCEANIC B11654YC-B,NOS,50.0,110.0,5500.0,0.0,5500.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,5500.0,0.0,5500.0,party_0361422916
ICPI10,1112.0,2024-02-22,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18519,WASH BASIN MIXER MATT BLACK OCEANIC BL6655-Z,NOS,20.0,60.0,1200.0,0.0,1200.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,1200.0,0.0,1200.0,party_0361422916
ICPI10,1112.0,2024-02-22,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33294,13X13CM TILE DRAIN OCEANIC TF13-316SS,NOS,100.0,55.0,5500.0,0.0,5500.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,5500.0,0.0,5500.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33379,WALL HUNG BASIN MIXER OCEANIC ZT-K27,NOS,2.0,1.0,2.0,0.0,2.0,,,PLUMBING SOLUTIONS,WASH BASIN,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,2.0,0.0,2.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18526,WASH BASIN UNDER COUNTER OCEANIC 49X41X20CM ZT-3008,NOS,5.0,65.0,325.0,0.0,325.0,,,PLUMBING SOLUTIONS,WASH BASIN,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,325.0,0.0,325.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18453,HAND SHOWER WITH HOSE AND HOLDER OCEANIC A0111YC-Z,NOS,50.0,45.0,2250.0,0.0,2250.0,,,PLUMBING SOLUTIONS,HAND SHOWER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,2250.0,0.0,2250.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18457,KITCHEN MIXER OCEANIC AM55076YC,NOS,30.0,70.0,2100.0,0.0,2100.0,,,PLUMBING SOLUTIONS,KITCHEN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,2100.0,0.0,2100.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18511,WASH BASIN MIXER OCEANIC D85445YC,NOS,20.0,155.0,3100.0,0.0,3100.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,3100.0,0.0,3100.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18518,WASH BASIN MIXER SMART FLOW OCEANIC B0054-EC,NOS,10.0,36.0,360.0,0.0,360.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,360.0,0.0,360.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18454,KITCHEN BIB TAP SINK OCEANIC 5018YC,NOS,10.0,45.0,450.0,0.0,450.0,,,PLUMBING SOLUTIONS,BIB TAP,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,450.0,0.0,450.0,party_0361422916
CPI10,1070.0,2024-02-05,AP-M0002,M.A.H.Y.Khoory & Co.L.L.C.,Pump Store,32878,WATER SEAL KIT GRUNDFOS CM10,NOS,1.0,361.9,361.9,0.0,361.9,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,ASHKAR,2024-02-28,ASHKAR,2024-02-28,AED,1.0,361.9,0.0,361.9,party_1297592545
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18475,"11/4"" POP UP WASTE BRASS OCEANIC P2300-AB",NOS,100.0,15.0,1500.0,0.0,1500.0,,,PLUMBING SOLUTIONS,POP UP WASTE,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,1500.0,0.0,1500.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,32675,EUROPEAN WC ONE PIECE OCEANIC S-TRAP 70X37X80CM ZT-293,NOS,4.0,400.0,1600.0,0.0,1600.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,1600.0,0.0,1600.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18431,EUROPEAN WC OCEANIC S-TRAP 69X40X81CM KZ-8031S,NOS,1.0,400.0,400.0,0.0,400.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,400.0,0.0,400.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18435,EUROPEAN WC OCEANIC S-TRAP 70X38X83CM KZ-8886,NOS,3.0,350.0,1050.0,0.0,1050.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,1050.0,0.0,1050.0,party_0361422916
ICPI10,1215.0,2024-11-11,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,20655,"DR200F: VESPA DRAINAGE WATER PUMP 2.0HP (HEAVY DUTY) 2""",NOS,3.0,1100.0,3300.0,0.0,3300.0,,,PUMP & ACCESSORIES,VESPA DRAINAGE WATER PUMP,brand_1237856496,,,No Warranty,ANISH,2024-11-11,ANISH,2024-11-11,AED,1.0,3300.0,0.0,3300.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18483,SHOWER TRAY OCEANIC 80X80X14CM WA6005,NOS,10.0,54.0,540.0,0.0,540.0,,,PLUMBING SOLUTIONS,SHOWER TRAY,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,540.0,0.0,540.0,party_0361422916
CPI10,1245.0,2024-12-21,AP-R0031,Redex Mechanical Equipment L.L.C,Musaffah Shop,20751,MECHANICAL SEAL,NOS,1.0,8.0,8.0,0.0,8.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,SHAMEER,2024-12-26,SHAMEER,2024-12-26,AED,1.0,8.0,0.0,8.0,party_0135689976
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18424,EUROPEAN WC OCEANIC P-TRAP 67X39X73CM ZT-443-P,NOS,8.0,150.0,1200.0,0.0,1200.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,1200.0,0.0,1200.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18529,WASH BASIN WITH PEDESTAL OCEANIC 57X45X81CM ZT-111,NOS,5.0,145.0,725.0,0.0,725.0,,,PLUMBING SOLUTIONS,WASH BASIN SET,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,725.0,0.0,725.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18511,WASH BASIN MIXER OCEANIC D85445YC,NOS,30.0,155.0,4650.0,0.0,4650.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,4650.0,0.0,4650.0,party_0361422916
LPI10,1308.0,2024-01-02,AP-U0013,United Trading Company L.L.C,Musaffah Shop,21905,7.5MTR MEASURING TAPE STEEL BODY MASTER MT-01027,NOS,12.0,13.0,156.0,0.0,156.0,LOCAL,,MEASURING TOOLS,MEASURING TAPE,brand_1129123581,,,No Warranty,SREEJITH,2024-02-22,SREEJITH,2024-02-22,AED,1.0,156.0,0.0,156.0,party_1181913402
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18518,WASH BASIN MIXER SMART FLOW OCEANIC B0054-EC,NOS,20.0,36.0,720.0,0.0,720.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,720.0,0.0,720.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18463,360* KITCHEN MIXER SET CHROME/BRASS OCEANIC K7005-B,NOS,30.0,42.0,1260.0,0.0,1260.0,,,PLUMBING SOLUTIONS,KITCHEN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,1260.0,0.0,1260.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18427,EUROPEAN WC OCEANIC S-TRAP 67X39X73CM ZT-443-S,NOS,6.0,195.0,1170.0,0.0,1170.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,1170.0,0.0,1170.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18474,"11/4"" POP UP WASTE OCEANIC P2010SS",NOS,300.0,9.0,2700.0,0.0,2700.0,,,PLUMBING SOLUTIONS,POP UP WASTE,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,2700.0,0.0,2700.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18402,"1/2"" ANGLE VALVE OCEANIC A11882",NOS,300.0,15.0,4500.0,0.0,4500.0,,,PLUMBING SOLUTIONS,ANGLE VALVE,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,4500.0,0.0,4500.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18403,"1/2"" ANGLE VALVE OCEANIC AV75108722-00",NOS,300.0,10.0,3000.0,0.0,3000.0,,,PLUMBING SOLUTIONS,ANGLE VALVE,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,3000.0,0.0,3000.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33296,15X15CM TILE DRAIN OCEANIC TF15-316SS,NOS,100.0,60.0,6000.0,0.0,6000.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,6000.0,0.0,6000.0,party_0361422916
CPI10,1083.0,2024-03-08,AP-H0061,Hydro Sanitary Ware Trading,Musaffah Shop,15708,110MM UPVC DR ACCESS ELBOW 45* COSMOPLAST RR ORANGE,NOS,6.0,6.68,40.08,0.0,40.08,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC ACCESS ELBOW,brand_0850260632,,,No Warranty,ASHKAR,2024-03-15,ASHKAR,2024-03-15,AED,1.0,40.08,0.0,40.08,party_0247892569
LPI10,3364.0,2024-04-22,AP-G0031,Golden Source Sanitary Ware Tr. Llc,M9 STORE,28718,"4"" HP PVC FLANGES WITH STUB ATLAS",NOS,24.0,23.19,556.56,0.0,556.56,LOCAL,,PVC PIPE & FITTINGS,PVC FLANGES WITH STUB,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-24,SHAJAHAN.KA,2024-04-24,AED,1.0,556.56,0.0,556.56,party_0491736869
ICPI30,1.0,2024-01-08,APIC-R0001,RAJAB TRADING COMPANY L L C(HEAD OFFICE),Sharjah,20691,KIT01(V): VESPA AUTOMATIC PRESSURE CONTROL KIT VERTICAL,NOS,60.0,60.0,3600.0,0.0,3600.0,,,PUMP & ACCESSORIES,VESPA PRESSURE KIT,brand_1237856496,,,No Warranty,ZAINUDHEEN,2024-01-27,SHAMEER,2024-09-07,AED,1.0,3600.0,0.0,3600.0,party_0049028485
CPI10,1092.0,2024-03-26,AP-T0066,Trees & Leaves Irrigation Est.,Musaffah Shop,30944,32MM PVC UNION VDL HOLLAND,NOS,1.0,11.5,11.5,0.0,11.5,LOCAL,,PVC PIPE & FITTINGS,PVC UNION,brand_0160635855,,,No Warranty,ASHKAR,2024-03-27,ASHKAR,2024-03-27,AED,1.0,11.5,0.0,11.5,party_1508968571
CPI10,1067.0,2024-02-08,AP-W0013,Western Building Materials Trading Est.,Branch 2,31965,15X15CM FLOOR DRAIN SS AQUAPLAST ITALY,NOS,1.0,60.0,60.0,0.0,60.0,LOCAL,,PLUMBING SOLUTIONS,,brand_1028035344,ITALY,,,ASHKAR,2024-02-26,ASHKAR,2024-02-26,AED,1.0,60.0,0.0,60.0,party_1751172656
CPI10,1075.0,2024-02-28,AP-A0406,Arabian Star Packing Material,Musaffah Shop,31287,"3""X50 YARD CLEAR TAPE DURO",CTN,1.0,95.0,95.0,0.0,95.0,LOCAL,,TOOLS & ACCESSORIES,CLEAR TAPE,brand_0013293288,,,No Warranty,ASHKAR,2024-03-04,ASHKAR,2024-03-04,AED,1.0,95.0,0.0,95.0,party_0218342145
CPI10,1072.0,2024-02-26,AP-T0016,Technical Point Trading,Branch 2,32713,10MM UNIFIX WHITE SS 316,PKT,5.0,1.8,9.0,0.0,9.0,LOCAL,,FASTENING TOOLS,,brand_2122451297,,,No Warranty,ASHKAR,2024-02-29,ASHKAR,2024-02-29,AED,1.0,9.0,0.0,9.0,party_0948781866
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33294,13X13CM TILE DRAIN OCEANIC TF13-316SS,NOS,100.0,55.0,5500.0,0.0,5500.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,5500.0,0.0,5500.0,party_0361422916
LPI10,1707.0,2024-01-16,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,20719,XF-111SS DAVEY WATER PUMP WITH PC,NOS,15.0,880.0,13200.0,0.0,13200.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,13200.0,0.0,13200.0,party_1230640947
LPI10,1716.0,2024-01-10,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,20710,DYNAFLO 62101 DAVEY WATER PUMP SINGLE PHASE,NOS,3.0,1595.0,4785.0,0.0,4785.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,4785.0,0.0,4785.0,party_1230640947
ICPI30,1.0,2024-01-08,APIC-R0001,RAJAB TRADING COMPANY L L C(HEAD OFFICE),Sharjah,20701,VESPA TRANSFER PUMP SET CENTRIFUGAL MONOBLOCK PUMP MH600,SET,1.0,1350.0,1350.0,0.0,1350.0,,,PUMP & ACCESSORIES,VESPA TRANSFER SET,brand_1237856496,,,12 Months,ZAINUDHEEN,2024-01-27,SHAMEER,2024-09-07,AED,1.0,1350.0,0.0,1350.0,party_0049028485
ICPI30,10.0,2024-02-04,APIC-R0001,RAJAB TRADING COMPANY L L C(HEAD OFFICE),Sharjah,20691,KIT01(V): VESPA AUTOMATIC PRESSURE CONTROL KIT VERTICAL YELLOW,NOS,1908.0,42.63,81338.04,0.0,81338.04,,,PUMP & ACCESSORIES,VESPA PRESSURE KIT,brand_1237856496,,,No Warranty,SHAMEER,2024-08-28,SHAMEER,2024-10-01,AED,1.0,81338.04,0.0,81338.04,party_0049028485
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18445,FLOOR TRAP COVER 15X15CM OCEANIC FTC15-15,NOS,120.0,15.0,1800.0,0.0,1800.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,1800.0,0.0,1800.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,32675,EUROPEAN WC ONE PIECE OCEANIC S-TRAP 70X37X80CM ZT-293,NOS,4.0,400.0,1600.0,0.0,1600.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,1600.0,0.0,1600.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33008,URINAL WALL HUNG OCEANIC-ZT503,NOS,10.0,115.0,1150.0,0.0,1150.0,,,PLUMBING SOLUTIONS,URINAL,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,1150.0,0.0,1150.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18403,"1/2"" ANGLE VALVE OCEANIC AV75108722-00",NOS,500.0,10.0,5000.0,0.0,5000.0,,,PLUMBING SOLUTIONS,ANGLE VALVE,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,5000.0,0.0,5000.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18490,SINGLE COLD TAP CHROME OCEANIC S3001Z,NOS,100.0,35.0,3500.0,0.0,3500.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,3500.0,0.0,3500.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,32677,ARABIC WC OCEANIC- ZT-702,NOS,10.0,60.0,600.0,0.0,600.0,,,PLUMBING SOLUTIONS,ARABIC WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,600.0,0.0,600.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18495,SOAP HOLDER OCEANIC 82759,NOS,40.0,30.0,1200.0,0.0,1200.0,,,PLUMBING SOLUTIONS,SOAP HOLDER,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,1200.0,0.0,1200.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18412,BATH MIXER SET SMART FLOW OCEANIC S4453Z-EC,NOS,60.0,39.0,2340.0,0.0,2340.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,2340.0,0.0,2340.0,party_0361422916
ICPI10,1147.0,2024-04-25,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18483,SHOWER TRAY OCEANIC 80X80X14CM WA6005,NOS,30.0,54.0,1620.0,0.0,1620.0,,,PLUMBING SOLUTIONS,SHOWER TRAY,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2025-01-05,AED,1.0,1620.0,0.0,1620.0,party_0361422916
ICPI10,1161.0,2024-04-30,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18518,WASH BASIN MIXER SMART FLOW OCEANIC B0054-EC,NOS,30.0,36.0,1080.0,0.0,1080.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-05-04,SHAMEER,2024-05-04,AED,1.0,1080.0,0.0,1080.0,party_0361422916
ICPI10,1179.0,2024-08-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18427,EUROPEAN WC OCEANIC S-TRAP 67X39X73CM ZT-443-S,NOS,10.0,1.0,10.0,0.0,10.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,ANISH,2024-09-01,SHAMEER,2024-09-10,AED,1.0,10.0,0.0,10.0,party_0361422916
ICPI10,1179.0,2024-08-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33296,15X15CM TILE DRAIN OCEANIC TF15-316SS,NOS,100.0,1.0,100.0,0.0,100.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,ANISH,2024-09-01,SHAMEER,2024-09-10,AED,1.0,100.0,0.0,100.0,party_0361422916
ICPI10,1179.0,2024-08-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18412,BATH MIXER SET SMART FLOW OCEANIC S4453Z-EC,NOS,30.0,1.0,30.0,0.0,30.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,ANISH,2024-09-01,SHAMEER,2024-09-10,AED,1.0,30.0,0.0,30.0,party_0361422916
ICPI10,1184.0,2024-05-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18402,"1/2"" ANGLE VALVE OCEANIC A11882",NOS,300.0,15.0,4500.0,0.0,4500.0,,,PLUMBING SOLUTIONS,ANGLE VALVE,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,4500.0,0.0,4500.0,party_0361422916
CPI10,1109.0,2024-06-10,AP-F0027,Fine Tools Trading L.L.C,Oil field,36618,5.0X86X52MM HSS DRILL BIT UKEN (D X L1 X L2) 416018,NOS,20.0,1.35,27.0,0.0,27.0,LOCAL,,DRILLING TOOLS,HSS DRILL BIT,brand_1329374849,,,No Warranty,ASHKAR,2024-06-11,ASHKAR,2024-06-11,AED,1.0,27.0,0.0,27.0,party_0290317467
CPI10,1109.0,2024-06-10,AP-F0027,Fine Tools Trading L.L.C,Oil field,36619,5X135X195MM HSS LONG DRILL UKEN 0616-5.0,NOS,5.0,9.0,45.0,0.0,45.0,LOCAL,,DRILLING TOOLS,DRILL BIT,brand_1329374849,,,No Warranty,ASHKAR,2024-06-11,ASHKAR,2024-06-11,AED,1.0,45.0,0.0,45.0,party_0290317467
LPI10,3102.0,2024-04-20,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,Sajjah Store (MUS),33920,D150 DEWATERING SUBMERSIBLE PUMPS DAVEY,NOS,1.0,3785.0,3785.0,0.0,3785.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAJAHAN.KA,2024-04-20,SHAJAHAN.KA,2024-04-20,AED,1.0,3785.0,0.0,3785.0,party_1230640947
