DocType,DocNo,Docdate,Party Code,original_party_name,Location,Stock Code,Stock Description,Unit,Quantity,Rate,Gross Amount,Discount,Net Amount,Supplier Category,Product Division,Category,Sub Category,Brand,Nature of Sales,COO,Group,Created by,Created TS,Posted by,Posted TS,Currency,Currency Rate,Fcy Gross Amount,Fcy Discount,Fcy Net Amount,Party Name
LPI10,1279.0,2024-01-07,AP-A0114,Al Ashara Building Material Trdg Llc,Musaffah Shop,32010,60CM SHOWE CHANNEL DRAIN/GRATING ANGEL-GWD-6072,NOS,24.0,95.0,2280.0,0.0,2280.0,LOCAL,,PLUMBING SOLUTIONS,TILE DRAIN,brand_1822006220,,,,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,2280.0,0.0,2280.0,party_2072737287
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13128,TURPENTINE NATIONAL GLN,GLN,6.0,35.0,210.0,0.0,210.0,,,NATIONAL PRODUCTS,TURPENTINE,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,210.0,0.0,210.0,party_1417468171
LPI10,1280.0,2024-12-10,AP-A0188,Al Iejaz Plastic Pipes Ind.L.L.C,Musaffah Shop,16735,160MM PVC PIPE CLASS 6 IEJAZ 6MTR,NOS,10.0,60.0,600.0,0.0,600.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0311066553,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,600.0,0.0,600.0,party_1648320774
LPI10,1280.0,2024-12-10,AP-A0188,Al Iejaz Plastic Pipes Ind.L.L.C,Musaffah Shop,16734,110MM PVC PIPE CLASS 6 IEJAZ 6MTR,NOS,10.0,30.0,300.0,0.0,300.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0311066553,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,300.0,0.0,300.0,party_1648320774
LPI10,1280.0,2024-12-10,AP-A0188,Al Iejaz Plastic Pipes Ind.L.L.C,Musaffah Shop,16733,90MM PVC PIPE CLASS 6 IEJAZ 6MTR,NOS,8.0,22.0,176.0,0.0,176.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0311066553,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,176.0,0.0,176.0,party_1648320774
LPI10,1287.0,2024-01-08,AP-U0013,United Trading Company L.L.C,Musaffah Shop,21898,"12"" BELT WRENCH MASTER MODEL: MT-06512 ",NOS,10.0,44.0,440.0,0.0,440.0,LOCAL,,TOOLS & FIXINGS,,brand_1129123581,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,440.0,0.0,440.0,party_1181913402
LPI10,1290.0,2024-01-11,AP-S0043,Sanipex Llc,Musaffah Shop,18684,13X13 TILE DRAIN AQUAECO- AQD-FC052-F-316-SS,NOS,40.0,60.0,2400.0,0.0,2400.0,LOCAL,,PLUMBING SOLUTIONS,TILE DRAIN,brand_0242401124,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,2400.0,0.0,2400.0,party_1650486036
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13105,STUCCO FILLER NATIONAL DRM,DRM,1.0,58.0,58.0,0.0,58.0,,,NATIONAL PRODUCTS,STUCCO DRM,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,58.0,0.0,58.0,party_1417468171
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13143,PLASTIC EMULSION NATIONAL DRM 800 WHITE,DRM,1.0,55.0,55.0,0.0,55.0,,,NATIONAL PRODUCTS,PLASTIC EMULSION,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,55.0,0.0,55.0,party_1417468171
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13119,LACQUER THINNER NATIONAL DRM,DRM,3.0,162.5,487.5,0.0,487.5,,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,487.5,0.0,487.5,party_1417468171
LPI10,1302.0,2024-01-10,AP-A0450,Atlas Plastic Factory L.L.C,M9 STORE,16615,110MM PVC PIPE CLASS 10 ATLAS-6MTR,NOS,40.0,69.0,2760.0,0.0,2760.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SREEJITH,2024-02-22,SREEJITH,2024-02-22,AED,1.0,2760.0,0.0,2760.0,party_1032261125
LPI10,1323.0,2024-01-20,AP-A0197,Al Jarf Building Materials Trading Llc,M9 STORE,31336,CERAMIC MIRROR SHELF WHITE DENOVO,NOS,12.0,8.0,96.0,0.0,96.0,LOCAL,,TOOLS & ACCESSORIES,BATHROOM ACCESSORIES,brand_0839938534,,,No Warranty,SREEJITH,2024-02-23,SREEJITH,2024-02-23,AED,1.0,96.0,0.0,96.0,party_0225249392
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13118,LACQUER THINNER NATIONAL GLN,GLN,1.0,38.0,38.0,0.0,38.0,,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,38.0,0.0,38.0,party_1417468171
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,32670,SYNTHETIC VARNISH CLEAR NATIONAL GLN,GLN,1.0,51.0,51.0,0.0,51.0,,,NATIONAL PRODUCTS,SYNTHETIC VARNISH,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,51.0,0.0,51.0,party_1417468171
LPI10,1308.0,2024-01-02,AP-U0013,United Trading Company L.L.C,Musaffah Shop,21904,5MTR MEASURING TAPE STEEL BODY MASTER MT-01024,NOS,18.0,6.75,121.5,0.0,121.5,LOCAL,,MEASURING TOOLS,MEASURING TAPE,brand_1129123581,,,No Warranty,SREEJITH,2024-02-22,SREEJITH,2024-02-22,AED,1.0,121.5,0.0,121.5,party_1181913402
LPI10,7291.0,2024-09-17,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15521,"COUPLER, SS, GREY 82MM",NOS,448.0,1.5,672.0,0.0,672.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC COUPLER,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAJAHAN.KA,2024-10-03,AED,1.0,672.0,0.0,672.0,party_0779115970
LPI10,7291.0,2024-09-17,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15473,"ELBOW 87º, SS, GREY 56MM",NOS,960.0,1.17,1123.2,0.0,1123.2,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC 90* ELBOW,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAJAHAN.KA,2024-10-03,AED,1.0,1123.2,0.0,1123.2,party_0779115970
LPI20,3073.0,2024-10-01,AP-A0446,Atiq M Al Mohairbi Trading Co. L.L.C.,Multicolor,10098,NEWS PAPER,NOS,1.0,9.0,9.0,0.0,9.0,LOCAL,,PAINTING RELATED ITEMS,,No brand mentioned,,,No Warranty,RISHAD C,2024-10-01,RISHAD C,2024-10-01,AED,1.0,9.0,0.0,9.0,party_1695792864
LPI10,1324.0,2024-01-16,AP-A0138,Al Boom Trading Co. L.L.C,M9 STORE,31898,WC FLUSH TANK PVC UNIFLO WITH FULL SET,NOS,10.0,26.5,265.0,0.0,265.0,LOCAL,,PLUMBING SOLUTIONS,FLUSH TANK,brand_0784367099,,,,SREEJITH,2024-02-23,SREEJITH,2024-02-23,AED,1.0,265.0,0.0,265.0,party_1176722784
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13121,EPOXY THINNER NATIONAL DRM,DRM,2.0,140.0,280.0,0.0,280.0,,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,280.0,0.0,280.0,party_1417468171
LPI10,1351.0,2024-01-08,AP-B0062,Bridge Way Trading Llc,Musaffah Shop,31964,120LTR SPILL KIT WITH ACCESSORIES TECHTION,NOS,4.0,270.0,1080.0,0.0,1080.0,LOCAL,,PLASTIC PRODUCTS,,brand_1278799378,,,,SREEJITH,2024-02-23,SREEJITH,2024-02-23,AED,1.0,1080.0,0.0,1080.0,party_1581200165
ICPI10,1187.0,2024-08-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13118,LACQUER THINNER NATIONAL GLN PLASTIC,GLN,60.0,38.0,2280.0,0.0,2280.0,,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,2280.0,0.0,2280.0,party_1417468171
LPI10,1360.0,2024-01-08,AP-M0034,Megsons Enterprises,Musaffah Shop,21569,"14"" PIPE WRENCH OXFORD",NOS,6.0,16.0,96.0,0.0,96.0,LOCAL,,FASTENING TOOLS,PIPE WRENCH,brand_1143343893,,,No Warranty,SREEJITH,2024-02-23,SREEJITH,2024-02-23,AED,1.0,96.0,0.0,96.0,party_0893580965
LPI10,1378.0,2024-01-10,AP-A0138,Al Boom Trading Co. L.L.C,Branch 2,31632,"11/2"" NRV EUROPA",NOS,8.0,51.0,408.0,0.0,408.0,LOCAL,,PUMP & ACCESSORIES,BRASS NRV,brand_1379828510,,,No Warranty,SREEJITH,2024-02-23,SREEJITH,2024-02-23,AED,1.0,408.0,0.0,408.0,party_1176722784
ICPI10,1216.0,2024-10-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,33829,ROAD MARKING PAINT WHITE NATIONAL DRM,DRM,1.0,220.0,220.0,0.0,220.0,,,NATIONAL PRODUCTS,ROAD MARKING PAINT GLN,brand_1943329029,,,No Warranty,SHAMEER,2024-11-18,SHAMEER,2024-11-18,AED,1.0,220.0,0.0,220.0,party_1417468171
ICPI10,1216.0,2024-10-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13116,ACRYLIC THINNER NATIONAL DRM,DRM,1.0,165.0,165.0,0.0,165.0,,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,SHAMEER,2024-11-18,SHAMEER,2024-11-18,AED,1.0,165.0,0.0,165.0,party_1417468171
ICPI10,1216.0,2024-10-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13151,SYNTHETIC ENAMEL NATIONAL GLN   RED,GLN,2.0,48.0,96.0,0.0,96.0,,,NATIONAL PRODUCTS,SYNTHETIC ENAMEL,brand_1943329029,,,No Warranty,SHAMEER,2024-11-18,SHAMEER,2024-11-18,AED,1.0,96.0,0.0,96.0,party_1417468171
ICPI10,1216.0,2024-10-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13176,RED OXIDE PRIMER NATIONAL GLN,GLN,1.0,60.0,60.0,0.0,60.0,,,NATIONAL PRODUCTS,RED OXIDE PRIMER,brand_1943329029,,,No Warranty,SHAMEER,2024-11-18,SHAMEER,2024-11-18,AED,1.0,60.0,0.0,60.0,party_1417468171
ICPI10,1226.0,2024-11-30,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13105,STUCCO FILLER NATIONAL DRM,DRM,2.0,56.0,112.0,0.0,112.0,,,NATIONAL PRODUCTS,STUCCO DRM,brand_1943329029,,,No Warranty,SHAMEER,2024-12-19,SHAMEER,2024-12-19,AED,1.0,112.0,0.0,112.0,party_1417468171
LPI20,1105.0,2024-01-23,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13116,ACRYLIC THINNER NATIONAL DRM,DRM,30.0,175.0,5250.0,945.0,4305.0,LOCAL,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,KAJA,2024-01-23,KAJA,2024-01-23,AED,1.0,5250.0,945.0,4305.0,party_0796710838
LPI10,1475.0,2024-01-25,AP-M0002,M.A.H.Y.Khoory & Co.L.L.C.,Pump Store,20517,24LTR PRESSURE TANK VERTICAL 10 BAR GLOBAL WATER,NOS,40.0,110.0,4400.0,0.0,4400.0,LOCAL,,PLUMBING SOLUTIONS,PRESSURE TANK,brand_0010082245,,,No Warranty,SREEJITH,2024-02-24,SREEJITH,2024-02-24,AED,1.0,4400.0,0.0,4400.0,party_1297592545
LPI10,1476.0,2024-01-24,AP-M0002,M.A.H.Y.Khoory & Co.L.L.C.,Sajjah Store (MUS),20523,100LTR PRESSURE TANK VERTICAL 10 BAR GLOBAL WATER,NOS,5.0,535.0,2675.0,0.0,2675.0,LOCAL,,PLUMBING SOLUTIONS,PRESSURE TANK,brand_0010082245,,,No Warranty,SREEJITH,2024-02-24,SREEJITH,2024-02-24,AED,1.0,2675.0,0.0,2675.0,party_1297592545
LPI20,1105.0,2024-01-23,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13142,PLASTIC EMULSION NATIONAL GLN BLACK ,GLN,30.0,19.0,570.0,102.6,467.4,LOCAL,,NATIONAL PRODUCTS,PLASTIC EMULSION,brand_1943329029,,,No Warranty,KAJA,2024-01-23,KAJA,2024-01-23,AED,1.0,570.0,102.6,467.4,party_0796710838
LPI10,1495.0,2024-01-29,AP-C0053,Corys Build Centre.,Sajjah Store (MUS),32627,"2"" ABS Y BRANCH GREY HEPWORTH",NOS,125.0,3.11,388.75,0.0,388.75,LOCAL,,ABS PIPE AND FITTINGS,,brand_1961439377,,,,SREEJITH,2024-02-24,SREEJITH,2024-02-24,AED,1.0,388.75,0.0,388.75,party_1808215589
LPI20,1105.0,2024-01-23,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13224,N C SANDING SEALER GLN,GLN,20.0,48.0,960.0,172.8,787.2,LOCAL,,NATIONAL PRODUCTS,,brand_1943329029,,,No Warranty,KAJA,2024-01-23,KAJA,2024-01-23,AED,1.0,960.0,172.8,787.2,party_0796710838
LPI20,1109.0,2024-01-23,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13221,2K PAINT GLOSS METALIC RAL 9007 LTR,LTR,5.0,28.0,140.0,0.0,140.0,LOCAL,,NATIONAL PRODUCTS,2K PAINT,brand_1943329029,,,No Warranty,KAJA,2024-01-23,SHAMEER,2024-02-27,AED,1.0,140.0,0.0,140.0,party_0796710838
LPI20,1109.0,2024-01-23,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13221,2K PAINT MATT METALIC RAL 9007 LTR,LTR,5.0,28.0,140.0,0.0,140.0,LOCAL,,NATIONAL PRODUCTS,2K PAINT,brand_1943329029,,,No Warranty,KAJA,2024-01-23,SHAMEER,2024-02-27,AED,1.0,140.0,0.0,140.0,party_0796710838
LPI10,1505.0,2024-01-22,AP-R0040,Rokadia Brothers L.L.C,Musaffah Shop,27764,20MM PVC C/BOX 2WAY STRAIGHT DD,NOS,400.0,1.25,501.6,0.0,501.6,LOCAL,,CABLE ACCESSORIES,C/BOX,brand_0223554497,,,No Warranty,SREEJITH,2024-02-25,SREEJITH,2024-02-25,AED,1.0,501.6,0.0,501.6,party_1473204550
LPI20,1111.0,2024-01-22,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,13224,MINI TEX,DRM,3.0,127.5,382.5,0.0,382.5,LOCAL,,NATIONAL PRODUCTS,,brand_1943329029,,,No Warranty,SAMSHEER,2024-01-23,SAMSHEER,2024-01-23,AED,1.0,382.5,0.0,382.5,party_2107975932
LPI20,1161.0,2024-02-02,AP-A0446,Atiq M Al Mohairbi Trading Co. L.L.C.,Multicolor,13151,SYNTHETIC ENAMEL NATIONAL GLN,GLN,2.0,45.05,90.1,0.0,90.1,LOCAL,,NATIONAL PRODUCTS,SYNTHETIC ENAMEL,brand_1943329029,,,No Warranty,SAMSHEER,2024-02-03,SAMSHEER,2024-02-03,AED,1.0,90.1,0.0,90.1,party_1695792864
LPI10,1524.0,2024-01-11,AP-T0019,Technomix General Trading Llc,Branch 2,32166,300LTR SOLAR WATER HEATER ZENITH,NOS,1.0,4200.0,4200.0,0.0,4200.0,LOCAL,,PLUMBING SOLUTIONS,WATER HEATER,brand_0954900717,,,No Warranty,SREEJITH,2024-02-25,SREEJITH,2024-02-25,AED,1.0,4200.0,0.0,4200.0,party_1653714436
LPI20,1208.0,2024-01-27,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13224,N C TOP COAT MATT BLACK ,GLN,24.0,58.0,1392.0,250.56,1141.44,LOCAL,,NATIONAL PRODUCTS,,brand_1943329029,,,No Warranty,KAJA,2024-02-08,KAJA,2024-02-15,AED,1.0,1392.0,250.56,1141.44,party_0796710838
LPI10,1537.0,2024-01-18,AP-A0188,Al Iejaz Plastic Pipes Ind.L.L.C,M9 STORE,16751,D-54 PVC PIPE IEJAZ 6MTR,NOS,40.0,30.0,1200.0,0.0,1200.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0311066553,,,No Warranty,SREEJITH,2024-02-25,SREEJITH,2024-02-25,AED,1.0,1200.0,0.0,1200.0,party_1648320774
LPI10,1537.0,2024-01-18,AP-A0188,Al Iejaz Plastic Pipes Ind.L.L.C,Musaffah Shop,16751,D-54 PVC PIPE IEJAZ 6MTR,NOS,30.0,30.0,900.0,0.0,900.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0311066553,,,No Warranty,SREEJITH,2024-02-25,SREEJITH,2024-02-25,AED,1.0,900.0,0.0,900.0,party_1648320774
LPI10,7298.0,2024-09-05,AP-C0055,Cosmoplast Industrial Co.L.L.C,Musaffah Shop,28748,"UPVC 90° ELBOW, PN16, SS, GREY 50MM",NOS,200.0,3.49,698.0,0.0,698.0,LOCAL,,PVC PIPE & FITTINGS,PVC 90* ELBOW,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAJAHAN.KA,2024-10-03,AED,1.0,698.0,0.0,698.0,party_0779115970
LPI20,1270.0,2024-02-19,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,13160,POLYSTER PUTTY NATIONAL GLN,GLN,1.0,27.2,27.2,0.0,27.2,LOCAL,,NATIONAL PRODUCTS,POLYSTER PUTTY,brand_1943329029,,,No Warranty,SAMSHEER,2024-02-17,SAMSHEER,2024-02-20,AED,1.0,27.2,0.0,27.2,party_2107975932
LPI20,1270.0,2024-02-19,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,13152,SYNTHETIC ENAMEL NATIONAL DRM,DRM,1.0,233.75,233.75,0.0,233.75,LOCAL,,NATIONAL PRODUCTS,SYNTHETIC ENAMEL,brand_1943329029,,,No Warranty,SAMSHEER,2024-02-17,SAMSHEER,2024-02-20,AED,1.0,233.75,0.0,233.75,party_2107975932
LPI20,1338.0,2024-02-15,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13224,N C PRIMER WHITE DRM ,DRM,10.0,260.0,2600.0,468.0,2132.0,LOCAL,,NATIONAL PRODUCTS,,brand_1943329029,,,No Warranty,KAJA,2024-03-05,SREEJITH,2024-03-05,AED,1.0,2600.0,468.0,2132.0,party_0796710838
LPI10,1590.0,2024-02-01,AP-A0106,Al Amri Trading Company Llc,Musaffah Shop,26314,"8"" EXHAUST FAN ROUND TYPE KDK",NOS,5.0,92.0,460.0,0.0,460.0,LOCAL,,EXHAUST & VENTILATION,EXHAUST FAN,brand_1635844873,,,No Warranty,SREEJITH,2024-02-26,SREEJITH,2024-02-26,AED,1.0,460.0,0.0,460.0,party_1771823315
LPI10,1587.0,2024-01-24,AP-A0106,Al Amri Trading Company Llc,Musaffah Shop,26851,10WAY TPN DB HAGER,NOS,2.0,380.0,760.0,0.0,760.0,LOCAL,,CIRCUIT PROTECTION,TPN DB,brand_1073750677,,,No Warranty,SREEJITH,2024-02-26,SREEJITH,2024-02-26,AED,1.0,760.0,0.0,760.0,party_1771823315
LPI10,1876.0,2024-02-03,AP-R0040,Rokadia Brothers L.L.C,Musaffah Shop,27777,20MM PVC ADAPTOR DD,NOS,5200.0,0.24,1248.0,0.0,1248.0,LOCAL,,CABLE ACCESSORIES,ADAPTOR,brand_0223554497,,,No Warranty,SHIBIN,2024-03-06,SHIBIN,2024-03-13,AED,1.0,1248.0,0.0,1248.0,party_1473204550
LPI10,1613.0,2024-01-02,AP-A0162,Al Fatah International Trading (Llc),M9 STORE,22127,60X60CM MANHOLE COVER GRATING D400 RBA,NOS,6.0,530.0,3180.0,0.0,3180.0,LOCAL,,MANHOLE,MANHOLE COVER,brand_1760862966,,,No Warranty,SHAMEER,2024-02-26,SHAMEER,2024-02-26,AED,1.0,3180.0,0.0,3180.0,party_1116877359
LPI10,1615.0,2024-01-02,AP-S0141,Sterling Sites Building Materials Trading,Sajjah Store (MUS),33458,SINGLE HOLE SINK MIXER CONFLO CF1164-4,NOS,3.0,34.0,102.0,0.0,102.0,LOCAL,,PLUMBING SOLUTIONS,SINK MIXER,brand_0335642822,,,,SHAMEER,2024-02-26,SHAMEER,2024-02-26,AED,1.0,102.0,0.0,102.0,party_1786287142
LPI10,1616.0,2024-01-02,AP-U0006,Unidos General Trading L.L.C,Sajjah Store (MUS),19313,70MM DOOR LOCK FULL SET,NOS,5.0,13.0,65.0,0.0,65.0,LOCAL,,PLUMBING SOLUTIONS,DOOR LOCK FULL SET,brand_0798945493,,,No Warranty,SHAMEER,2024-02-26,SHAMEER,2024-02-26,AED,1.0,65.0,0.0,65.0,party_1646149782
LPI20,3024.0,2024-09-16,AP-J0016,Jotun Abu Dhabi L.L.C.,Multicolor,12278,STUCCO JOTUN GLN,GLN,48.0,17.0,816.0,0.0,816.0,LOCAL,,JOTUN-DECO,STUCCO GLN,brand_0097038786,,,No Warranty,KAJA,2024-09-30,KAJA,2024-09-30,AED,1.0,816.0,0.0,816.0,party_1753424773
LPI10,8161.0,2024-10-14,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15416,"COUPLER, SS, ORANGE 110MM",NOS,225.0,3.52,792.0,0.0,792.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC COUPLER,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,792.0,0.0,792.0,party_0779115970
LPI10,8161.0,2024-10-14,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15655,"87.5* TEE, RR, ORANGE 160X110MM",NOS,24.0,20.9,501.6,0.0,501.6,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC REDUCER TEE,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,501.6,0.0,501.6,party_0779115970
LPI10,8161.0,2024-10-14,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15654,"87.5* TEE, RR, ORANGE 110X82MM",NOS,68.0,9.5,646.0,0.0,646.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC REDUCER TEE,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,646.0,0.0,646.0,party_0779115970
LPI10,8161.0,2024-10-14,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15764,"87* ELBOW, RR, GREY 75MM",NOS,220.0,4.94,1086.8,0.0,1086.8,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC 90* ELBOW,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,1086.8,0.0,1086.8,party_0779115970
LPI10,8161.0,2024-10-14,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15755,"45* ELBOW, RR, GREY 75MM",NOS,97.0,3.8,368.6,0.0,368.6,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC 45* ELBOW,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,368.6,0.0,368.6,party_0779115970
LPI20,1688.0,2024-04-04,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,13109,PAINT REMOVER NATIONAL GLN,GLN,5.0,51.0,255.0,0.0,254.87,LOCAL,,NATIONAL PRODUCTS,PAINT REMOVER,brand_1943329029,,,No Warranty,SAMSHEER,2024-04-04,SAMSHEER,2024-04-04,AED,1.0,255.0,0.13,254.87,party_2107975932
LPI20,1730.0,2024-03-28,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13133,ACRYLIC EMULSION PRIMER NATIONAL GLN,GLN,30.0,22.0,660.0,118.8,541.2,LOCAL,,NATIONAL PRODUCTS,ACRLIC EMULSION PRIMER,brand_1943329029,,,No Warranty,KAJA,2024-04-08,KAJA,2024-04-09,AED,1.0,660.0,118.8,541.2,party_0796710838
LPI10,1707.0,2024-01-16,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,20720,XF-211SS DAVEY WATER PUMP,NOS,5.0,926.0,4630.0,0.0,4630.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,4630.0,0.0,4630.0,party_1230640947
LPI10,1708.0,2024-01-22,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,15889,"4"" UPVC RAIN WATER OUTLET TERRAIN",NOS,30.0,47.0,1410.0,0.0,1410.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC RAIN WATER OUTLET,brand_0674680850,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,1410.0,0.0,1410.0,party_1230640947
LPI10,1708.0,2024-01-22,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,15932,"4"" UPVC DR 90* ELBOW TERRAIN",NOS,50.0,16.54,827.0,0.0,827.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC DRAINAGE 90* ELBOW,brand_0674680850,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,827.0,0.0,827.0,party_1230640947
LPI20,1745.0,2024-03-18,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13171,BLOCK FILLER WHITE NATIONAL GLN,GLN,16.0,32.0,512.0,92.16,419.84,LOCAL,,NATIONAL PRODUCTS,BLOCK FILLER,brand_1943329029,,,No Warranty,KAJA,2024-04-12,KAJA,2024-04-12,AED,1.0,512.0,92.16,419.84,party_0796710838
LPI10,1750.0,2024-01-22,AP-B0075,Build World General Trading Llc,M9 STORE,28455,110MM UPVC DR 90* ELBOW ATLAS,NOS,100.0,7.32,732.0,0.0,732.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DR 90* ELBOW,brand_0223424371,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,732.0,0.0,732.0,party_0048901863
