doctype,docno,docdate,party_code,original_party_name,lpo_no,location,original_salesman,gross_amount,discount,net_amount,vat_amount,created_ts,created_by,invoice_mode,area,original_division,division,salesman,party_name
CSI20,1167,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,3850.0,0.0,3850.0,192.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
OSI10,1185,2024-01-02,AR-D0027,DUSSMANN GULF LLC,4500015990,Musaffah Shop,ANSAR ,150.0,0.0,150.0,7.5,2024-02-02,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0731228032,party_1391118921
CSI10,1070,2024-01-02,ARC-10001,1043705-ALL KIND BUILDING PROJECTS CONTRACTING LLC,,Musaffah Shop,ABBAS ,34080.1,0.0,34080.1,1704.01,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_1109051331
CSI10,1071,2024-01-02,ARC-S0374,SOTOUH GENERAL MAINTENANCE & CONTRCTING,,Musaffah Shop,ABBAS ,6150.0,7.25,6142.75,307.13,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_1875343731
CSI20,1168,2024-01-02,ARC-C1601,Capital Catering And Services - Sole Proprietorship L.L.C.,,Multicolor,MANZOOR ,350.0,0.0,350.0,17.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0934837932
CSI40,1017,2024-01-02,ARC-I0028,IMKANAT CONTRACTING AND GENERAL MAINTENANCE,,Branch 2,RASHID ,540.0,0.0,540.0,27.0,2024-01-02,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_0332365251
CSI20,1170,2024-01-02,ARC-D0184,DOME DZ INTERNATIONAL GENERAL CONTRACTING LLC,,Multicolor,SAMSHEER ,940.0,0.0,940.0,47.0,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_2076205177
CSI20,1179,2024-01-02,ARC-G1600,GULF SEISMIC GENERAL CONTRACTING LLC,,Multicolor,JAFEER ,310.0,0.0,310.0,15.5,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0829896723
CSI20,1171,2024-01-02,ARC-T0247,TRAVENCORE EQUIPMENT EST,,Multicolor,SHAHID ,1290.0,0.0,1290.0,64.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_1877402496
CSI10,1073,2024-01-02,ARC-S0080,SALEM AL MASKARI GENERAL TRANSPORTING ESTABISHMENT,,Musaffah Shop,FAISAL,240.0,2.0,238.0,11.91,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_1993412060,party_0312354838
CSI20,1172,2024-01-02,ARC-Y1581,YOUNG LIFE BUILDING MATERIALS - L.L.C - O.P.C,,Multicolor,SAMSHEER ,54.0,0.0,54.0,2.7,2024-01-02,SAMSHEER,CASH,ABU DHABI,MCJ,div_0556003793,man_1994684813,party_1238708972
CSI20,1173,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,33.75,0.47,33.28,1.66,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1174,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,90.0,0.0,90.0,4.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1175,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,152.0,0.0,152.0,7.6,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI40,1018,2024-01-02,ARC-W0024,WALK IN - BR2,,Branch 2,RINSHAD M U,2042.35,0.0,2042.35,102.13,2024-01-02,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_2060039225
CSI20,1176,2024-01-02,ARC-T0093,TECHNOS ELETRO MECHANICAL,,Multicolor,BAJU ,420.0,0.0,420.0,21.0,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_1184536732
CSI20,3283,2024-01-16,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,112.5,0.0,112.5,5.63,2024-01-16,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1177,2024-01-02,ARC-P0139,POWERFULL TEAM GENERAL MAINTENANCE & CONTRACTING,,Multicolor,MANZOOR ,760.0,0.0,760.0,38.0,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_1070102653
CSI10,1074,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,140.0,0.0,140.0,7.0,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI20,1178,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,160.0,0.0,160.0,8.0,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1075,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,247.0,0.0,247.0,12.35,2024-01-02,BILAL,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI20,1180,2024-01-02,ARC-B1622,BADER UAE,,Multicolor,JAFEER ,354.0,0.0,354.0,17.7,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_1671454164
CSI40,1020,2024-01-02,ARC-W0024,WALK IN - BR2,,Branch 2,RINSHAD M U,354.0,0.0,354.0,17.7,2024-01-02,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_2060039225
CSI10,1076,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,520.0,0.0,520.0,26.0,2024-01-02,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI40,1019,2024-01-02,ARC-A1617,ABU DHABI ARCH BUILDING MATERIALS,,Branch 2,ABDUL SATHAR,250.0,0.0,250.0,12.5,2024-01-02,SHAJAHAN M,CASH,ABU DHABI,Branch 2,div_0097926054,man_0427457728,party_0777397380
CSI20,1182,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAFEER M,365.0,0.0,365.0,18.25,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1859775013,party_0984764295
CSI20,1181,2024-01-02,ARC-Z0014,ZAIN METAL AND STEEL WORKS LLC OPC,,Multicolor,SHAHID ,170.0,0.0,170.0,8.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_1163354464
CSI20,1183,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,550.0,0.0,550.0,27.5,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1185,2024-01-02,ARC-G1614,GRAVITY GENERAL MAINT,,Multicolor,JAFEER ,680.0,0.0,680.0,34.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_1263365992
CSI20,1184,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,352.0,0.0,352.0,17.6,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1187,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,57.0,0.0,57.0,2.85,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1186,2024-01-02,ARC-R0104,REGAL ELECTRICAL TRADING,,Multicolor,JAFEER ,590.0,0.0,590.0,29.5,2024-01-02,RISHAD C,CASH,ABU DHABI,MCJ,div_0556003793,man_1683097300,party_0588245733
CSI10,1077,2024-01-02,ARC-N0050,NATION WIDE PROPERTY MANAGMENT AND MAINTENANCE L.L.C,,Musaffah Shop,ABBAS ,183.0,0.15,182.85,9.15,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0351601782
CSI20,1190,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,200.0,0.0,200.0,10.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI10,1078,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,54.5,0.0,54.5,2.74,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI20,1188,2024-01-02,ARC-A1225,ALNAMAT ALHANDASY GENERAL CONTRACTING AND MAINTENANCE LLC,,Multicolor,SAMSHEER ,310.0,0.0,310.0,15.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1794007979
CSI20,1189,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,862.0,5.0,857.0,42.85,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI20,1191,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,10.0,0.0,10.0,0.5,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1192,2024-01-02,ARC-A1828,Al Mubadara Telecommunication Systems Equipment Installation and Maintenance - L.L.C - O.P.C,,Multicolor,JAFEER ,6180.0,0.0,6180.0,309.0,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1683097300,party_0809373272
CSI20,1193,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,199.0,0.0,199.0,9.95,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI10,1079,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,10.0,0.0,10.0,0.5,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1194,2024-01-02,ARC-F1595,FIRST LINE MARBLE TRADING,,Multicolor,SAMSHEER ,240.0,2.0,238.0,11.9,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1974092998
CSI20,1195,2024-01-02,ARC-A1834,Al Taif Building Materials Co.W L L,,Multicolor,SHAFI,630.0,0.0,630.0,31.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1419565995
CSI10,1080,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,5.0,0.0,5.0,0.25,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1196,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,BAJU ,340.0,0.0,340.0,17.0,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0984764295
CSRT10,1001,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,-100.0,0.0,-100.0,-5.0,2024-01-02,KEA,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI20,1197,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAFEER M,150.0,0.5,149.5,7.48,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1859775013,party_0984764295
CSRT20,1001,2024-01-02,ARC-T1614,THERMO DYNAMIC TECHNICAL SERVICES,,Multicolor,SAMSHEER ,-450.0,0.0,-450.0,-22.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1144058050
CSI10,1081,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,27.0,0.34,26.66,1.34,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI20,1198,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,550.0,0.0,550.0,27.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSRT20,1002,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,-320.0,0.0,-320.0,-16.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI10,1082,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,40.0,0.0,40.0,2.0,2024-01-03,FAISAL,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI20,1199,2024-01-03,ARC-C0145,COMMANDER GENERAL CONTRACTING - SOLE PROPRIETORSHIP L.L.C.,,Multicolor,BAJU ,4339.0,0.0,4339.0,216.95,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0250286206
CSI20,1200,2024-01-03,ARC-C0145,COMMANDER GENERAL CONTRACTING - SOLE PROPRIETORSHIP L.L.C.,,Multicolor,SAMSHEER ,103.0,0.15,102.85,5.14,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0250286206
CSI20,1203,2024-01-03,ARC-A1142,ALBERWAZ ALFANE DECORATION WORKS,,Multicolor,SAMSHEER ,22.0,1.1,20.9,1.05,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0461667814
CSI20,1201,2024-01-03,ARC-M0050,MAIS INTERIOR DESIGN,,Multicolor,SHAHID ,174.0,0.0,174.0,8.7,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1995826233,party_1983706411
CSI40,1021,2024-01-03,ARC-S0435,STANDMAX GENERAL MAINTENANCE LLC,,Branch 2,RASHID ,16.3,0.0,16.3,0.82,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_0676694042
CSI20,1202,2024-01-03,ARC-R1617,REIGN REAL ESTATE LLC,,Multicolor,SANOOP,40.0,0.0,40.0,2.0,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_0264100041,party_0883278983
CSI20,1204,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,36.0,0.8,35.2,1.76,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1205,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,70.0,0.0,70.0,3.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI40,1022,2024-01-03,ARC-A1549,ARABIAN CONTRACTING ADVANCED CO LLC,,Branch 2,RASHID ,27.0,0.0,27.0,1.35,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_0806752506
CSI20,1206,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,15.0,0.0,15.0,0.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1083,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,77.0,0.85,76.15,3.81,2024-01-03,FAISAL,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
CSI20,1207,2024-01-03,ARC-B1618,BRIGHT WAY HARDWARES,,Multicolor,SHAFI,55.0,0.0,55.0,2.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0396215805
CSRT10,1002,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,-75.0,0.0,-75.0,-3.75,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI40,1023,2024-01-03,ARC-S0275,SIGMA,,Branch 2,RASHID ,3347.0,0.0,3347.0,167.35,2024-01-03,RASHID,CREDIT,,Branch 2,div_0097926054,man_0256316879,party_0077769424
CSI10,1084,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,83.5,0.0,83.5,4.18,2024-01-03,FAISAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1208,2024-01-03,ARC-F1597,FAIR DEAL GENERAL TRADING LLC.,,Multicolor,SAMSHEER ,3715.0,0.0,3715.0,185.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0835763216
CSI20,1209,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,780.0,0.0,780.0,39.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1210,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,223.0,0.0,223.0,11.15,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI40,1024,2024-01-03,ARC-D0026,DAR AL HAI REAL ESTATE & GENERAL MAINTENANCE - LLC,,Branch 2,RINSHAD M U,1016.7,0.0,1016.7,50.85,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_1142726769
CSI10,1086,2024-01-03,ARC-W0098,WHITE WATER TECHNICAL SERVICES L.L.C,,Musaffah Shop,AKTAR HOSSAIN,121.0,0.0,121.0,6.05,2024-01-03,FAISAL,CASH,,HO,div_2006915470,man_0900539661,party_0814669886
CSI20,1211,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,975.0,0.0,975.0,48.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1212,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,150.0,0.0,150.0,7.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
CSI10,1085,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,9201.15,0.0,9201.15,460.07,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI20,1213,2024-01-03,ARC-T0030,TARGET LINK OIL FIELD EQUIPMENTS TRADING,,Multicolor,MANZOOR ,275.0,0.0,275.0,13.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_1110998807
CSI20,1214,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,360.0,0.0,360.0,18.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
CSI20,1215,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,195.0,0.0,195.0,9.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI40,1025,2024-01-03,ARC-A1696,AL HUMSI SANITARY CONTRACTING & GENERAL MAINTENANCE LLC,,Branch 2,HAMZA V,486.0,0.0,486.0,24.3,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0843606315,party_1832608294
CSI20,1216,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,1420.0,0.0,1420.0,71.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1217,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,485.5,0.0,485.5,24.28,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI40,1026,2024-01-03,ARC-D0183,DENO GENERAL CONSTRUCTION - L.L.C,,Branch 2,RASHID ,145.0,0.0,145.0,7.26,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_1982945110
CSI10,1087,2024-01-03,ARC-A1825,AL NAKHEEL ISLAND CONTRACTING & GENERAL MAINTENANCE,,Musaffah Shop,SUNDARAN ,4440.0,0.0,4440.0,222.0,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0622657813,party_1126522267
CSI10,1088,2024-01-03,ARC-M0257,MODERN EAST GENERAL CONTRACTING L.L.C,HASSAN HAMADI,Musaffah Shop,NASSAR,130.0,0.0,130.0,6.5,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0489304979
CSI10,1089,2024-01-03,ARC-M0257,MODERN EAST GENERAL CONTRACTING L.L.C,,Musaffah Shop,NASSAR,185.0,0.0,185.0,9.25,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0489304979
CSI10,1090,2024-01-03,ARC-M0257,MODERN EAST GENERAL CONTRACTING L.L.C,BALOOSHE,Musaffah Shop,NASSAR,740.5,0.0,740.5,37.03,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0489304979
CSI40,1027,2024-01-03,ARC-D0183,DENO GENERAL CONSTRUCTION - L.L.C,,Branch 2,RASHID ,1155.0,0.0,1155.0,57.75,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_1982945110
CSI10,1091,2024-01-03,ARC-M0257,MODERN EAST GENERAL CONTRACTING L.L.C,,Musaffah Shop,NASSAR,755.0,0.0,755.0,37.75,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0489304979
CSI20,1218,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,33.0,0.0,33.0,1.65,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1219,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,1209.0,0.0,1209.0,60.45,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1220,2024-01-03,ARC-W1590,WAFT TECHNICAL SUPPLIES LLC,,Multicolor,RISHAD C,510.0,0.0,510.0,25.5,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1662158445
CSI20,1221,2024-01-03,ARC-E1610,EXPRESS FACILITY MANAGMENT,,Multicolor,SHAFI,303.0,0.0,303.0,15.15,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_0747037540
CSI20,1222,2024-01-03,ARC-H0026,HAFILA GENERAL CONTRACTING & MAITENANCE,,Multicolor,MANZOOR ,700.0,0.0,700.0,35.0,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1167757235,party_0113709609
CSI20,1226,2024-01-03,ARC-A1837,Advanced Way Building Material Trading Llc,,Multicolor,JAFEER ,4275.0,0.0,4275.0,213.75,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_1287637001
CSI20,1223,2024-01-03,ARC-T0144,THE RED AROMA GENERAL MAINTENANCE,,Multicolor,SHAFI,210.0,0.0,210.0,10.5,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_0810804525
CSI20,1224,2024-01-03,ARC-G1584,GULF ERECTION CO.L.L.C,,Multicolor,RISHAD C,55.0,0.0,55.0,2.75,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1266811690
CSI20,1225,2024-01-03,ARC-S1650,STEP STONE GENERAL MAINTENANCE,,Multicolor,SHAFI,143.0,0.0,143.0,7.15,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_1528159844
CSI40,1028,2024-01-03,ARC-C0180,COOL LINE GENERAL MAINTENANCE EST,,Branch 2,RINSHAD M U,94.0,0.0,94.0,4.7,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_2056876478
CSI10,1093,2024-01-03,ARC-A1466,ASQALAN CONSTRUCTION AND DEVELOPMENT LLC,,Musaffah Shop,FAISAL,270.0,0.5,269.5,13.48,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0026782061
CSI10,1094,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,45.0,0.0,45.0,2.25,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
CSI40,1030,2024-01-03,ARC-N1608,NAFFCO ELECTRO MECHANICAL CO. L.L.C,,Branch 2,RINSHAD M U,397.0,0.0,397.0,19.85,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_1343299138
CSI20,1227,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,660.0,0.0,660.0,33.0,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1247,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,220.0,0.0,220.0,11.0,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI10,1096,2024-01-03,ARC-A0609,AL KHARAFI SWIMMING POOLS,,Musaffah Shop,FAISAL,73.0,0.35,72.65,3.63,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0518977967
CSI20,1228,2024-01-03,ARC-K0020,KENSHO DESIGNS DECOR L.L.C.,,Multicolor,NISHAD T,160.0,0.0,160.0,8.0,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1830493139,party_0418364020
CSI20,1229,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,6.0,0.3,5.7,0.29,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1095,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,46.0,0.0,46.0,2.3,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI10,1097,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,160.0,0.0,160.0,8.0,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI40,1029,2024-01-03,ARC-M0029,MADA INTERNATIONAL ELECTROMECHANICAL CONTRACTING LLC,,Branch 2,RASHID ,62.0,0.0,62.0,3.1,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_1208919614
CSI10,1098,2024-01-03,ARC-S0566,SIX SIGMA MIDDLE EAST CONSTRUCTIONS LLC,,Musaffah Shop,FAISAL,45.0,0.0,45.0,2.25,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_1294257330
CSI10,1099,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,55.0,0.0,55.0,2.75,2024-01-03,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI10,1100,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,125.0,1.25,123.75,6.19,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1230,2024-01-03,ARC-F0057,FB DESIGN,,Multicolor,SAMSHEER ,105.0,0.0,105.0,5.25,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1687118523
CSI20,1231,2024-01-03,ARC-L0134,LIFE VILLA CONTRACTING & GENERAL MAINTENANCES SOLE PROPRIETORSHIP LLC,,Multicolor,BAJU ,5520.0,0.0,5520.0,276.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0197252823
CSI20,1233,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,193.0,0.66,192.34,9.61,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1232,2024-01-03,ARC-F0197,FORT BUILDING MATERIALS,PO240043,Multicolor,SAFEER M,1130.0,0.0,1130.0,56.5,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1859775013,party_0765383594
CSI20,1235,2024-01-03,ARC-F0197,FORT BUILDING MATERIALS,PO-240063,Multicolor,SAFEER M,1358.0,0.0,1358.0,67.9,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1859775013,party_0765383594
